

  -0.598    8.908    0.112    13    14   238
  -0.598    8.948    0.112    13    16   231
  -0.598    8.928    0.112    13    15   253
  -0.598    8.908    0.152    11    14   317
  -0.598    8.908    0.132    12    14   269
  -0.598    8.928    0.152    11    15   319
  -0.598    8.928    0.132    12    15   348
  -0.598    8.948    0.152    11    16   277
  -0.598    8.948    0.132    12    16   322
  -0.598    8.888    0.092    14    13   206
  -0.598    8.888    0.112    13    13   218
  -0.598    8.908    0.092    14    14   199
  -0.598    8.928    0.092    14    15   170
  -0.598    8.888    0.132    12    13   218
  -0.598    8.948    0.092    14    16   167
  -0.598    8.968    0.092    14    17   175
  -0.598    8.968    0.112    13    17   211
  -0.598    8.968    0.132    12    17   264
  -0.598    8.888    0.152    11    13   246
  -0.598    8.908    0.172    10    14   203
  -0.598    8.888    0.172    10    13   233
  -0.598    8.928    0.172    10    15   198
  -0.598    8.948    0.172    10    16   192
  -0.598    8.968    0.152    11    17   205
  -0.598    8.968    0.172    10    17   157
  -0.598    8.868    0.072    15    12   167
  -0.598    8.868    0.092    14    12   199
  -0.598    8.868    0.112    13    12   194
  -0.598    8.888    0.072    15    13   128
  -0.598    8.908    0.072    15    14    95
  -0.598    8.868    0.132    12    12   204
  -0.598    8.928    0.072    15    15    78
  -0.598    8.948    0.072    15    16   107
  -0.598    8.868    0.152    11    12   194
  -0.598    8.968    0.072    15    17   141
  -0.598    8.988    0.092    14    18   151
  -0.598    8.988    0.072    15    18   109
  -0.598    8.988    0.112    13    18   162
  -0.598    8.988    0.132    12    18   218
  -0.598    8.988    0.152    11    18   178
  -0.598    8.868    0.172    10    12   224
  -0.598    8.928    0.192     9    15   211
  -0.598    8.908    0.192     9    14   189
  -0.598    8.888    0.192     9    13   173
  -0.598    8.868    0.192     9    12   142
  -0.598    8.948    0.192     9    16   169
  -0.598    8.968    0.192     9    17   129
  -0.598    8.988    0.172    10    18   117
  -0.598    8.988    0.192     9    18   143
  -0.598    8.848    0.072    15    11   119
  -0.598    8.848    0.092    14    11   177
  -0.598    8.848    0.112    13    11   180
  -0.598    8.848    0.132    12    11   202
  -0.598    8.848    0.152    11    11   189
  -0.598    8.848    0.172    10    11   211
  -0.598    9.008    0.092    14    19   137
  -0.598    9.008    0.072    15    19    91
  -0.598    9.008    0.112    13    19   159
  -0.598    9.008    0.132    12    19   252
  -0.598    9.008    0.152    11    19   203
  -0.598    9.008    0.172    10    19   163
  -0.598    8.848    0.192     9    11   142
  -0.598    9.008    0.192     9    19   157
  -0.598    8.828    0.072    15    10   110
  -0.598    8.828    0.092    14    10   164
  -0.598    8.828    0.112    13    10   197
  -0.598    8.828    0.132    12    10   190
  -0.598    8.828    0.152    11    10   164
  -0.598    8.828    0.172    10    10   233
  -0.598    8.828    0.192     9    10   147
  -0.598    9.028    0.072    15    20    92
  -0.598    9.028    0.092    14    20   154
  -0.598    9.028    0.112    13    20   218
  -0.598    9.028    0.132    12    20   309
  -0.598    9.028    0.152    11    20   229
  -0.598    9.028    0.172    10    20   185
  -0.598    9.028    0.192     9    20   132
  -0.598    8.808    0.072    15     9   100
  -0.598    8.808    0.092    14     9   217
  -0.598    8.808    0.112    13     9   210
  -0.598    8.808    0.132    12     9   145
  -0.598    8.808    0.152    11     9   125
  -0.598    8.808    0.172    10     9   222
  -0.598    8.808    0.192     9     9   144
  -0.598    9.048    0.072    15    21    96
  -0.598    9.048    0.092    14    21   154
  -0.598    9.048    0.112    13    21   255
  -0.598    9.048    0.132    12    21   304
  -0.598    9.048    0.152    11    21   307
  -0.598    9.048    0.172    10    21   250
  -0.598    9.048    0.192     9    21   172
  -0.598    8.788    0.072    15     8    80
  -0.598    8.788    0.092    14     8   148
  -0.598    8.788    0.112    13     8   118
  -0.598    8.788    0.132    12     8   112
  -0.598    8.788    0.152    11     8    96
  -0.598    8.788    0.172    10     8   159
  -0.598    8.788    0.192     9     8   110
  -0.598    9.068    0.072    15    22    98
  -0.598    9.068    0.092    14    22   134
  -0.598    9.068    0.112    13    22   231
  -0.598    9.068    0.132    12    22   276
  -0.598    9.068    0.152    11    22   308
  -0.598    9.068    0.172    10    22   249
  -0.598    9.068    0.192     9    22   170
  -0.598    8.768    0.092    14     7    10
  -0.598    8.768    0.112    13     7    10
  -0.598    8.768    0.132    12     7    17
  -0.598    8.768    0.152    11     7    12
  -0.598    8.768    0.172    10     7    11
  -0.598    9.088    0.072    15    23    82
  -0.598    9.088    0.092    14    23   127
  -0.598    9.088    0.112    13    23   226
  -0.598    9.088    0.132    12    23   284
  -0.598    9.088    0.152    11    23   245
  -0.598    9.088    0.172    10    23   189
  -0.598    9.088    0.192     9    23    91
  -0.598    9.108    0.072    15    24    77
  -0.598    9.108    0.092    14    24   132
  -0.598    9.108    0.112    13    24   215
  -0.598    9.108    0.132    12    24   217
  -0.598    9.108    0.152    11    24   185
  -0.598    9.108    0.172    10    24   172
  -0.598    9.108    0.192     9    24    56
  -0.598    9.128    0.092    14    25   142
  -0.598    9.128    0.072    15    25    69
  -0.598    9.128    0.112    13    25   178
  -0.598    9.128    0.132    12    25   204
  -0.598    9.128    0.152    11    25   142
  -0.598    9.128    0.172    10    25   150
  -0.598    9.128    0.192     9    25    45
  -0.598    9.148    0.092    14    26   178
  -0.598    9.148    0.072    15    26   106
  -0.598    9.148    0.112    13    26   168
  -0.598    9.148    0.132    12    26   201
  -0.598    9.148    0.152    11    26   146
  -0.598    9.148    0.172    10    26   153
  -0.598    9.148    0.192     9    26    26
  -0.598    9.168    0.092    14    27   173
  -0.598    9.168    0.072    15    27    90
  -0.598    9.168    0.112    13    27   142
  -0.598    9.168    0.132    12    27   130
  -0.598    9.168    0.152    11    27   122
  -0.598    9.168    0.172    10    27   145
  -0.598    9.188    0.072    15    28    43
  -0.598    9.188    0.092    14    28   110
  -0.598    9.188    0.112    13    28    82
  -0.598    9.188    0.132    12    28    76
  -0.598    9.188    0.152    11    28    64
  -0.598    9.188    0.172    10    28    24




  -0.598    8.768    0.272     5     7    11




  -0.598    8.788   -0.068    22     8    11


